Cell_ID,BSSID,RSSI,Mean,Std
Cell_2,d0:4d:c6:f2:5d:41,-61,-60.89473684,1.61064671
Cell_2,d0:4d:c6:f2:5d:40,-61,-60.57894737,1.67224367
Cell_2,d0:4d:c6:f2:fc:81,-90,-84.66666667,1.305260014
Cell_2,d0:4d:c6:f2:fc:82,-91,-83.85,1.194780315
Cell_2,d0:4d:c6:f2:5d:52,-53,-53.02531646,2.080498258
Cell_2,d0:4d:c6:f2:5d:51,-53,-53.03797468,2.083345885
Cell_2,d0:4d:c6:f2:5d:50,-53,-52.67088608,1.927295731
Cell_2,d0:4d:c6:f2:81:02,-70,-71.17910448,1.769774192
Cell_2,1c:28:af:65:fd:d1,-90,-88.6440678,1.085539963
Cell_2,1c:28:af:62:b1:02,-91,-89.33333333,0.471404521
Cell_2,1c:28:af:65:fe:a2,-73,-76.34482759,1.80565896
Cell_2,1c:28:af:61:df:00,-75,-72.80769231,3.35718782
Cell_2,1c:28:af:61:df:01,-75,-73.12280702,3.129206925
Cell_2,1c:28:af:61:df:02,-76,-72.9,3.102149792
Cell_2,1c:28:af:61:df:11,-76,-74.39240506,2.892231942
Cell_2,1c:28:af:61:df:12,-76,-74.09090909,2.624469362
Cell_2,1c:28:af:61:df:10,-75,-74.15384615,2.641274571
Cell_2,d0:4d:c6:f2:fc:90,-89,-83.8630137,1.492585038
Cell_2,d0:4d:c6:f2:fc:92,-89,-83.88,1.505191018
Cell_2,d0:4d:c6:f2:fc:91,-89,-84.09333333,1.559259083
Cell_2,1c:28:af:65:fe:b0,-76,-79.41333333,1.689917815
Cell_2,1c:28:af:62:04:a1,-73,-72.65753425,0.982297811
Cell_2,1c:28:af:62:04:a0,-73,-72.54794521,0.876498262
Cell_2,1c:28:af:65:fe:b2,-76,-79.51315789,1.585239655
Cell_2,1c:28:af:65:fe:b1,-77,-79.68831169,1.676884404
Cell_2,1c:28:af:62:64:42,-88,-86.125,1.082531755
Cell_2,d0:4d:c6:f2:43:b0,-65,-62.05063291,2.782853167
Cell_2,d0:4d:c6:f2:43:b1,-65,-62.06329114,2.789409321
Cell_2,d0:4d:c6:f2:43:b2,-66,-62.07594937,2.768594909
Cell_2,d0:4d:c6:f2:81:00,-72,-71.30769231,2.014738593
Cell_2,d0:4d:c6:f2:43:a0,-67,-65.01369863,2.161260101
Cell_2,1c:28:af:65:ba:50,-91,-91.625,0.695970545
Cell_2,d0:4d:c6:f2:43:a1,-67,-65.01388889,2.17621649
Cell_2,d0:4d:c6:f2:43:a2,-67,-65.22222222,2.029109152
Cell_2,1c:28:af:65:ba:52,-91,-91.2,0.4
Cell_2,d0:4d:c6:f2:5d:42,-62,-60.84415584,1.628200625
Cell_2,d0:4d:c6:f2:5d:41,-62,-60.89473684,1.61064671
Cell_2,d0:4d:c6:f2:5d:40,-62,-60.57894737,1.67224367
Cell_2,d0:4d:c6:f2:fc:80,-90,-84.64,1.694225487
Cell_2,d0:4d:c6:f2:5d:52,-54,-53.02531646,2.080498258
Cell_2,d0:4d:c6:f2:5d:51,-54,-53.03797468,2.083345885
Cell_2,d0:4d:c6:f2:5d:50,-54,-52.67088608,1.927295731
Cell_2,d0:4d:c6:f2:81:02,-72,-71.17910448,1.769774192
Cell_2,1c:28:af:65:fd:d1,-90,-88.6440678,1.085539963
Cell_2,1c:28:af:65:fd:d0,-89,-88.24,1.257934815
Cell_2,1c:28:af:65:fe:a2,-73,-76.34482759,1.80565896
Cell_2,1c:28:af:65:fd:d2,-89,-88.74603175,1.023040193
Cell_2,1c:28:af:61:df:01,-73,-73.12280702,3.129206925
Cell_2,1c:28:af:61:df:02,-73,-72.9,3.102149792
Cell_2,1c:28:af:61:df:11,-77,-74.39240506,2.892231942
Cell_2,1c:28:af:61:df:12,-76,-74.09090909,2.624469362
Cell_2,1c:28:af:61:df:10,-76,-74.15384615,2.641274571
Cell_2,d0:4d:c6:f2:fc:91,-90,-84.09333333,1.559259083
Cell_2,1c:28:af:65:fe:b0,-80,-79.41333333,1.689917815
Cell_2,1c:28:af:62:04:a1,-73,-72.65753425,0.982297811
Cell_2,1c:28:af:62:04:a0,-72,-72.54794521,0.876498262
Cell_2,1c:28:af:62:04:a2,-73,-72.65277778,0.959741317
Cell_2,1c:28:af:65:fe:b2,-80,-79.51315789,1.585239655
Cell_2,1c:28:af:62:64:41,-88,-86.85714286,0.952976005
Cell_2,1c:28:af:65:fe:b1,-80,-79.68831169,1.676884404
Cell_2,1c:28:af:62:64:42,-88,-86.125,1.082531755
Cell_2,d0:4d:c6:f2:43:b0,-66,-62.05063291,2.782853167
Cell_2,d0:4d:c6:f2:43:b1,-66,-62.06329114,2.789409321
Cell_2,d0:4d:c6:f2:43:b2,-66,-62.07594937,2.768594909
Cell_2,d0:4d:c6:f2:43:a0,-63,-65.01369863,2.161260101
Cell_2,1c:28:af:65:ba:50,-92,-91.625,0.695970545
Cell_2,d0:4d:c6:f2:43:a1,-65,-65.01388889,2.17621649
Cell_2,d0:4d:c6:f2:43:a2,-65,-65.22222222,2.029109152
Cell_2,1c:28:af:65:ba:52,-91,-91.2,0.4
Cell_2,d0:4d:c6:f2:5d:42,-62,-60.84415584,1.628200625
Cell_2,d0:4d:c6:f2:5d:41,-63,-60.89473684,1.61064671
Cell_2,d0:4d:c6:f2:5d:40,-63,-60.57894737,1.67224367
Cell_2,d0:4d:c6:f2:5d:52,-54,-53.02531646,2.080498258
Cell_2,d0:4d:c6:f2:5d:51,-54,-53.03797468,2.083345885
Cell_2,d0:4d:c6:f2:5d:50,-54,-52.67088608,1.927295731
Cell_2,d0:4d:c6:f2:81:02,-72,-71.17910448,1.769774192
Cell_2,1c:28:af:65:fd:d1,-87,-88.6440678,1.085539963
Cell_2,1c:28:af:65:fd:d0,-87,-88.24,1.257934815
Cell_2,1c:28:af:65:fd:d2,-88,-88.74603175,1.023040193
Cell_2,1c:28:af:61:df:00,-66,-72.80769231,3.35718782
Cell_2,1c:28:af:61:df:01,-70,-73.12280702,3.129206925
Cell_2,1c:28:af:61:df:02,-70,-72.9,3.102149792
Cell_2,d0:4d:c6:f2:50:82,-90,-88.38095238,0.99886557
Cell_2,d0:4d:c6:f2:50:81,-90,-88.33333333,1.038924963
Cell_2,d0:4d:c6:f2:50:80,-91,-88.52380952,1.295378144
Cell_2,1c:28:af:61:df:11,-76,-74.39240506,2.892231942
Cell_2,1c:28:af:61:df:12,-76,-74.09090909,2.624469362
Cell_2,1c:28:af:61:df:10,-76,-74.15384615,2.641274571
Cell_2,d0:4d:c6:f2:fc:90,-89,-83.8630137,1.492585038
Cell_2,d0:4d:c6:f2:fc:91,-90,-84.09333333,1.559259083
Cell_2,1c:28:af:65:fe:b0,-76,-79.41333333,1.689917815
Cell_2,1c:28:af:62:04:a1,-72,-72.65753425,0.982297811
Cell_2,1c:28:af:62:04:a0,-72,-72.54794521,0.876498262
Cell_2,1c:28:af:62:04:a2,-72,-72.65277778,0.959741317
Cell_2,1c:28:af:62:64:40,-88,-86.33333333,1.374368542
Cell_2,1c:28:af:65:fe:b2,-76,-79.51315789,1.585239655
Cell_2,1c:28:af:62:64:41,-88,-86.85714286,0.952976005
Cell_2,1c:28:af:65:fe:b1,-76,-79.68831169,1.676884404
Cell_2,1c:28:af:62:64:42,-88,-86.125,1.082531755
Cell_2,d0:4d:c6:f2:43:b0,-66,-62.05063291,2.782853167
Cell_2,d0:4d:c6:f2:43:b1,-66,-62.06329114,2.789409321
Cell_2,d0:4d:c6:f2:43:b2,-66,-62.07594937,2.768594909
Cell_2,1c:28:af:65:ba:50,-92,-91.625,0.695970545
Cell_2,1c:28:af:65:ba:52,-91,-91.2,0.4
Cell_2,d0:4d:c6:f2:5d:42,-62,-60.84415584,1.628200625
Cell_2,d0:4d:c6:f2:5d:41,-62,-60.89473684,1.61064671
Cell_2,d0:4d:c6:f2:5d:40,-62,-60.57894737,1.67224367
Cell_2,d0:4d:c6:f2:5d:52,-53,-53.02531646,2.080498258
Cell_2,d0:4d:c6:f2:5d:51,-53,-53.03797468,2.083345885
Cell_2,d0:4d:c6:f2:5d:50,-53,-52.67088608,1.927295731
Cell_2,1c:28:af:65:fd:d1,-85,-88.6440678,1.085539963
Cell_2,1c:28:af:62:b1:02,-90,-89.33333333,0.471404521
Cell_2,1c:28:af:65:fe:a2,-76,-76.34482759,1.80565896
Cell_2,1c:28:af:65:fe:a1,-75,-76.48076923,1.715207821
Cell_2,1c:28:af:65:fd:d2,-85,-88.74603175,1.023040193
Cell_2,1c:28:af:61:df:01,-69,-73.12280702,3.129206925
Cell_2,1c:28:af:61:df:02,-69,-72.9,3.102149792
Cell_2,1c:28:af:61:df:11,-78,-74.39240506,2.892231942
Cell_2,1c:28:af:61:df:10,-78,-74.15384615,2.641274571
Cell_2,d0:4d:c6:f2:fc:90,-90,-83.8630137,1.492585038
Cell_2,d0:4d:c6:f2:fc:92,-89,-83.88,1.505191018
Cell_2,d0:4d:c6:f2:fc:91,-90,-84.09333333,1.559259083
Cell_2,1c:28:af:65:fe:b0,-77,-79.41333333,1.689917815
Cell_2,1c:28:af:62:04:a1,-72,-72.65753425,0.982297811
Cell_2,1c:28:af:62:04:a0,-72,-72.54794521,0.876498262
Cell_2,1c:28:af:62:04:a2,-72,-72.65277778,0.959741317
Cell_2,1c:28:af:62:64:40,-89,-86.33333333,1.374368542
Cell_2,1c:28:af:65:fe:b2,-77,-79.51315789,1.585239655
Cell_2,1c:28:af:62:64:41,-88,-86.85714286,0.952976005
Cell_2,1c:28:af:65:fe:b1,-77,-79.68831169,1.676884404
Cell_2,1c:28:af:62:64:42,-87,-86.125,1.082531755
Cell_2,d0:4d:c6:f2:43:b0,-68,-62.05063291,2.782853167
Cell_2,d0:4d:c6:f2:43:b1,-68,-62.06329114,2.789409321
Cell_2,d0:4d:c6:f2:43:b2,-68,-62.07594937,2.768594909
Cell_2,d0:4d:c6:f2:81:00,-72,-71.30769231,2.014738593
Cell_2,d0:4d:c6:f2:43:a0,-67,-65.01369863,2.161260101
Cell_2,d0:4d:c6:f2:43:a1,-67,-65.01388889,2.17621649
Cell_2,d0:4d:c6:f2:43:a2,-67,-65.22222222,2.029109152
Cell_2,d0:4d:c6:f2:5d:42,-62,-60.84415584,1.628200625
Cell_2,d0:4d:c6:f2:5d:41,-62,-60.89473684,1.61064671
Cell_2,d0:4d:c6:f2:5d:40,-62,-60.57894737,1.67224367
Cell_2,1c:28:af:65:ba:42,-91,-89.14285714,1.124858268
Cell_2,1c:28:af:65:ba:41,-91,-89.33333333,1.105541597
Cell_2,d0:4d:c6:f2:5d:52,-53,-53.02531646,2.080498258
Cell_2,d0:4d:c6:f2:5d:51,-53,-53.03797468,2.083345885
Cell_2,d0:4d:c6:f2:5d:50,-53,-52.67088608,1.927295731
Cell_2,d0:4d:c6:f2:81:02,-72,-71.17910448,1.769774192
Cell_2,1c:28:af:65:fd:d1,-85,-88.6440678,1.085539963
Cell_2,1c:28:af:65:fd:d0,-84,-88.24,1.257934815
Cell_2,1c:28:af:65:fe:a2,-76,-76.34482759,1.80565896
Cell_2,1c:28:af:65:fe:a1,-76,-76.48076923,1.715207821
Cell_2,1c:28:af:65:fe:a0,-76,-76.33333333,1.789584974
Cell_2,1c:28:af:65:fd:d2,-85,-88.74603175,1.023040193
Cell_2,1c:28:af:65:fd:c0,-87,-87.83333333,1.343709625
Cell_2,1c:28:af:61:df:11,-77,-74.39240506,2.892231942
Cell_2,1c:28:af:61:df:12,-77,-74.09090909,2.624469362
Cell_2,1c:28:af:61:df:10,-76,-74.15384615,2.641274571
Cell_2,d0:4d:c6:f2:fc:90,-90,-83.8630137,1.492585038
Cell_2,d0:4d:c6:f2:fc:92,-88,-83.88,1.505191018
Cell_2,d0:4d:c6:f2:fc:91,-89,-84.09333333,1.559259083
Cell_2,1c:28:af:65:fe:b0,-78,-79.41333333,1.689917815
Cell_2,1c:28:af:62:04:a1,-72,-72.65753425,0.982297811
Cell_2,1c:28:af:62:04:a0,-72,-72.54794521,0.876498262
Cell_2,1c:28:af:62:04:a2,-72,-72.65277778,0.959741317
Cell_2,1c:28:af:65:fe:b2,-78,-79.51315789,1.585239655
Cell_2,1c:28:af:65:fe:b1,-78,-79.68831169,1.676884404
Cell_2,d0:4d:c6:f2:43:b0,-67,-62.05063291,2.782853167
Cell_2,d0:4d:c6:f2:43:b1,-67,-62.06329114,2.789409321
Cell_2,d0:4d:c6:f2:43:b2,-67,-62.07594937,2.768594909
Cell_2,d0:4d:c6:f2:43:a0,-65,-65.01369863,2.161260101
Cell_2,d0:4d:c6:f2:43:a1,-64,-65.01388889,2.17621649
Cell_2,d0:4d:c6:f2:43:a2,-64,-65.22222222,2.029109152
Cell_2,d0:4d:c6:f2:5d:42,-61,-60.84415584,1.628200625
Cell_2,d0:4d:c6:f2:5d:41,-61,-60.89473684,1.61064671
Cell_2,d0:4d:c6:f2:5d:40,-60,-60.57894737,1.67224367
Cell_2,d0:4d:c6:f2:5d:52,-49,-53.02531646,2.080498258
Cell_2,d0:4d:c6:f2:5d:51,-49,-53.03797468,2.083345885
Cell_2,d0:4d:c6:f2:5d:50,-48,-52.67088608,1.927295731
Cell_2,d0:4d:c6:f2:81:02,-72,-71.17910448,1.769774192
Cell_2,1c:28:af:65:fd:d1,-93,-88.6440678,1.085539963
Cell_2,1c:28:af:65:fd:d0,-91,-88.24,1.257934815
Cell_2,1c:28:af:65:fe:a1,-74,-76.48076923,1.715207821
Cell_2,1c:28:af:65:fe:a0,-73,-76.33333333,1.789584974
Cell_2,1c:28:af:65:fd:d2,-92,-88.74603175,1.023040193
Cell_2,1c:28:af:61:df:00,-68,-72.80769231,3.35718782
Cell_2,1c:28:af:61:df:01,-67,-73.12280702,3.129206925
Cell_2,1c:28:af:61:df:02,-67,-72.9,3.102149792
Cell_2,1c:28:af:61:df:11,-73,-74.39240506,2.892231942
Cell_2,1c:28:af:61:df:12,-73,-74.09090909,2.624469362
Cell_2,1c:28:af:61:df:10,-73,-74.15384615,2.641274571
Cell_2,86:cc:a8:b8:5d:ff,-92,-92.0625,0.747391296
Cell_2,d0:4d:c6:f2:fc:90,-83,-83.8630137,1.492585038
Cell_2,d0:4d:c6:f2:fc:92,-83,-83.88,1.505191018
Cell_2,d0:4d:c6:f2:fc:91,-83,-84.09333333,1.559259083
Cell_2,1c:28:af:65:fe:b0,-83,-79.41333333,1.689917815
Cell_2,1c:28:af:65:fe:b2,-83,-79.51315789,1.585239655
Cell_2,1c:28:af:65:fe:b1,-83,-79.68831169,1.676884404
Cell_2,d0:4d:c6:f2:43:b0,-62,-62.05063291,2.782853167
Cell_2,d0:4d:c6:f2:43:b1,-62,-62.06329114,2.789409321
Cell_2,d0:4d:c6:f2:43:b2,-62,-62.07594937,2.768594909
Cell_2,d0:4d:c6:f2:81:00,-73,-71.30769231,2.014738593
Cell_2,d0:4d:c6:f2:43:a0,-66,-65.01369863,2.161260101
Cell_2,d0:4d:c6:f2:43:a1,-65,-65.01388889,2.17621649
Cell_2,d0:4d:c6:f2:43:a2,-65,-65.22222222,2.029109152
Cell_2,d0:4d:c6:f2:5d:42,-62,-60.84415584,1.628200625
Cell_2,d0:4d:c6:f2:5d:41,-63,-60.89473684,1.61064671
Cell_2,d0:4d:c6:f2:5d:40,-61,-60.57894737,1.67224367
Cell_2,d0:4d:c6:f2:5d:52,-50,-53.02531646,2.080498258
Cell_2,d0:4d:c6:f2:5d:51,-50,-53.03797468,2.083345885
Cell_2,d0:4d:c6:f2:5d:50,-50,-52.67088608,1.927295731
Cell_2,d0:4d:c6:f2:81:02,-73,-71.17910448,1.769774192
Cell_2,1c:28:af:65:fd:d1,-91,-88.6440678,1.085539963
Cell_2,1c:28:af:65:fd:d0,-91,-88.24,1.257934815
Cell_2,1c:28:af:65:fe:a2,-71,-76.34482759,1.80565896
Cell_2,1c:28:af:65:fe:a1,-73,-76.48076923,1.715207821
Cell_2,1c:28:af:65:fe:a0,-73,-76.33333333,1.789584974
Cell_2,1c:28:af:65:fd:d2,-91,-88.74603175,1.023040193
Cell_2,1c:28:af:61:df:00,-68,-72.80769231,3.35718782
Cell_2,1c:28:af:61:df:01,-68,-73.12280702,3.129206925
Cell_2,1c:28:af:61:df:02,-68,-72.9,3.102149792
Cell_2,d0:4d:c6:f2:50:82,-88,-88.38095238,0.99886557
Cell_2,d0:4d:c6:f2:50:81,-88,-88.33333333,1.038924963
Cell_2,d0:4d:c6:f2:50:80,-88,-88.52380952,1.295378144
Cell_2,1c:28:af:61:df:11,-73,-74.39240506,2.892231942
Cell_2,1c:28:af:61:df:12,-73,-74.09090909,2.624469362
Cell_2,1c:28:af:61:df:10,-73,-74.15384615,2.641274571
Cell_2,d0:4d:c6:f2:fc:90,-83,-83.8630137,1.492585038
Cell_2,d0:4d:c6:f2:fc:92,-84,-83.88,1.505191018
Cell_2,d0:4d:c6:f2:fc:91,-84,-84.09333333,1.559259083
Cell_2,1c:28:af:65:fe:b0,-80,-79.41333333,1.689917815
Cell_2,1c:28:af:62:04:a1,-75,-72.65753425,0.982297811
Cell_2,1c:28:af:62:04:a0,-75,-72.54794521,0.876498262
Cell_2,1c:28:af:62:04:a2,-76,-72.65277778,0.959741317
Cell_2,1c:28:af:65:fe:b2,-81,-79.51315789,1.585239655
Cell_2,1c:28:af:65:fe:b1,-81,-79.68831169,1.676884404
Cell_2,d0:4d:c6:f2:43:b0,-60,-62.05063291,2.782853167
Cell_2,d0:4d:c6:f2:43:b1,-60,-62.06329114,2.789409321
Cell_2,d0:4d:c6:f2:43:b2,-60,-62.07594937,2.768594909
Cell_2,d0:4d:c6:f2:81:00,-73,-71.30769231,2.014738593
Cell_2,d0:4d:c6:f2:43:a0,-65,-65.01369863,2.161260101
Cell_2,d0:4d:c6:f2:43:a1,-64,-65.01388889,2.17621649
Cell_2,d0:4d:c6:f2:43:a2,-65,-65.22222222,2.029109152
Cell_2,d0:4d:c6:f2:5d:42,-61,-60.84415584,1.628200625
Cell_2,d0:4d:c6:f2:5d:41,-62,-60.89473684,1.61064671
Cell_2,d0:4d:c6:f2:5d:40,-57,-60.57894737,1.67224367
Cell_2,d0:4d:c6:f2:5d:52,-51,-53.02531646,2.080498258
Cell_2,d0:4d:c6:f2:5d:51,-51,-53.03797468,2.083345885
Cell_2,d0:4d:c6:f2:5d:50,-50,-52.67088608,1.927295731
Cell_2,d0:4d:c6:f2:81:02,-73,-71.17910448,1.769774192
Cell_2,1c:28:af:65:fd:d1,-89,-88.6440678,1.085539963
Cell_2,1c:28:af:65:fd:d0,-88,-88.24,1.257934815
Cell_2,1c:28:af:65:fe:a2,-73,-76.34482759,1.80565896
Cell_2,1c:28:af:65:fe:a1,-73,-76.48076923,1.715207821
Cell_2,1c:28:af:65:fe:a0,-73,-76.33333333,1.789584974
Cell_2,1c:28:af:65:fd:c2,-86,-88.32,1.085172797
Cell_2,1c:28:af:65:fd:c1,-86,-88.54545455,1.117109612
Cell_2,1c:28:af:61:df:11,-73,-74.39240506,2.892231942
Cell_2,1c:28:af:61:df:12,-72,-74.09090909,2.624469362
Cell_2,1c:28:af:61:df:10,-72,-74.15384615,2.641274571
Cell_2,d0:4d:c6:f2:fc:90,-81,-83.8630137,1.492585038
Cell_2,d0:4d:c6:f2:fc:92,-80,-83.88,1.505191018
Cell_2,d0:4d:c6:f2:fc:91,-81,-84.09333333,1.559259083
Cell_2,1c:28:af:65:fe:b0,-78,-79.41333333,1.689917815
Cell_2,1c:28:af:62:04:a1,-75,-72.65753425,0.982297811
Cell_2,1c:28:af:62:04:a0,-75,-72.54794521,0.876498262
Cell_2,1c:28:af:65:fe:b2,-78,-79.51315789,1.585239655
Cell_2,1c:28:af:65:fe:b1,-78,-79.68831169,1.676884404
Cell_2,d0:4d:c6:f2:43:b0,-60,-62.05063291,2.782853167
Cell_2,d0:4d:c6:f2:43:b1,-60,-62.06329114,2.789409321
Cell_2,d0:4d:c6:f2:43:b2,-60,-62.07594937,2.768594909
Cell_2,d0:4d:c6:f2:43:a0,-65,-65.01369863,2.161260101
Cell_2,d0:4d:c6:f2:43:a1,-65,-65.01388889,2.17621649
Cell_2,d0:4d:c6:f2:43:a2,-65,-65.22222222,2.029109152
Cell_2,d0:4d:c6:f2:5d:42,-61,-60.84415584,1.628200625
Cell_2,d0:4d:c6:f2:5d:41,-61,-60.89473684,1.61064671
Cell_2,d0:4d:c6:f2:5d:40,-57,-60.57894737,1.67224367
Cell_2,d0:4d:c6:f2:5d:52,-50,-53.02531646,2.080498258
Cell_2,d0:4d:c6:f2:5d:51,-50,-53.03797468,2.083345885
Cell_2,d0:4d:c6:f2:5d:50,-50,-52.67088608,1.927295731
Cell_2,d0:4d:c6:f2:81:02,-74,-71.17910448,1.769774192
Cell_2,1c:28:af:65:fe:a1,-73,-76.48076923,1.715207821
Cell_2,1c:28:af:65:fd:d2,-89,-88.74603175,1.023040193
Cell_2,1c:28:af:61:df:01,-67,-73.12280702,3.129206925
Cell_2,1c:28:af:61:df:02,-67,-72.9,3.102149792
Cell_2,d0:4d:c6:f2:50:82,-88,-88.38095238,0.99886557
Cell_2,d0:4d:c6:f2:50:81,-88,-88.33333333,1.038924963
Cell_2,1c:28:af:61:df:11,-72,-74.39240506,2.892231942
Cell_2,1c:28:af:61:df:12,-72,-74.09090909,2.624469362
Cell_2,1c:28:af:61:df:10,-72,-74.15384615,2.641274571
Cell_2,d0:4d:c6:f2:fc:90,-83,-83.8630137,1.492585038
Cell_2,d0:4d:c6:f2:fc:92,-83,-83.88,1.505191018
Cell_2,d0:4d:c6:f2:fc:91,-83,-84.09333333,1.559259083
Cell_2,1c:28:af:65:fe:b0,-78,-79.41333333,1.689917815
Cell_2,1c:28:af:62:04:a1,-76,-72.65753425,0.982297811
Cell_2,1c:28:af:62:04:a0,-76,-72.54794521,0.876498262
Cell_2,1c:28:af:62:04:a2,-76,-72.65277778,0.959741317
Cell_2,1c:28:af:65:fe:b2,-78,-79.51315789,1.585239655
Cell_2,1c:28:af:62:64:41,-87,-86.85714286,0.952976005
Cell_2,1c:28:af:65:fe:b1,-79,-79.68831169,1.676884404
Cell_2,1c:28:af:62:64:42,-86,-86.125,1.082531755
Cell_2,d0:4d:c6:f2:43:b0,-60,-62.05063291,2.782853167
Cell_2,d0:4d:c6:f2:43:b1,-60,-62.06329114,2.789409321
Cell_2,d0:4d:c6:f2:43:b2,-60,-62.07594937,2.768594909
Cell_2,d0:4d:c6:f2:81:00,-74,-71.30769231,2.014738593
Cell_2,d0:4d:c6:f2:43:a0,-65,-65.01369863,2.161260101
Cell_2,d0:4d:c6:f2:43:a1,-65,-65.01388889,2.17621649
Cell_2,d0:4d:c6:f2:43:a2,-65,-65.22222222,2.029109152
Cell_2,d0:4d:c6:f2:5d:42,-61,-60.84415584,1.628200625
Cell_2,d0:4d:c6:f2:5d:41,-61,-60.89473684,1.61064671
Cell_2,d0:4d:c6:f2:5d:40,-61,-60.57894737,1.67224367
Cell_2,d0:4d:c6:f2:5d:52,-48,-53.02531646,2.080498258
Cell_2,d0:4d:c6:f2:5d:51,-48,-53.03797468,2.083345885
Cell_2,d0:4d:c6:f2:5d:50,-48,-52.67088608,1.927295731
Cell_2,d0:4d:c6:f2:81:02,-74,-71.17910448,1.769774192
Cell_2,1c:28:af:65:fd:d1,-88,-88.6440678,1.085539963
Cell_2,1c:28:af:65:fd:d0,-87,-88.24,1.257934815
Cell_2,1c:28:af:65:fe:a2,-73,-76.34482759,1.80565896
Cell_2,1c:28:af:65:fe:a0,-73,-76.33333333,1.789584974
Cell_2,1c:28:af:65:fd:d2,-87,-88.74603175,1.023040193
Cell_2,1c:28:af:61:df:00,-69,-72.80769231,3.35718782
Cell_2,1c:28:af:65:fd:c0,-83,-87.83333333,1.343709625
Cell_2,1c:28:af:61:df:02,-68,-72.9,3.102149792
Cell_2,1c:28:af:65:fd:c1,-87,-88.54545455,1.117109612
Cell_2,1c:28:af:61:df:11,-73,-74.39240506,2.892231942
Cell_2,1c:28:af:61:df:12,-73,-74.09090909,2.624469362
Cell_2,1c:28:af:61:df:10,-73,-74.15384615,2.641274571
Cell_2,d0:4d:c6:f2:fc:90,-83,-83.8630137,1.492585038
Cell_2,d0:4d:c6:f2:fc:92,-82,-83.88,1.505191018
Cell_2,d0:4d:c6:f2:fc:91,-83,-84.09333333,1.559259083
Cell_2,1c:28:af:65:fe:b0,-78,-79.41333333,1.689917815
Cell_2,1c:28:af:62:04:a1,-76,-72.65753425,0.982297811
Cell_2,1c:28:af:62:04:a0,-77,-72.54794521,0.876498262
Cell_2,1c:28:af:62:04:a2,-76,-72.65277778,0.959741317
Cell_2,1c:28:af:65:fe:b2,-77,-79.51315789,1.585239655
Cell_2,1c:28:af:65:fe:b1,-78,-79.68831169,1.676884404
Cell_2,d0:4d:c6:f2:43:b0,-61,-62.05063291,2.782853167
Cell_2,d0:4d:c6:f2:43:b1,-61,-62.06329114,2.789409321
Cell_2,d0:4d:c6:f2:43:b2,-61,-62.07594937,2.768594909
Cell_2,d0:4d:c6:f2:81:00,-74,-71.30769231,2.014738593
Cell_2,d0:4d:c6:f2:43:a0,-65,-65.01369863,2.161260101
Cell_2,d0:4d:c6:f2:43:a1,-65,-65.01388889,2.17621649
Cell_2,d0:4d:c6:f2:43:a2,-65,-65.22222222,2.029109152
Cell_2,d0:4d:c6:f2:5d:42,-60,-60.84415584,1.628200625
Cell_2,d0:4d:c6:f2:5d:41,-61,-60.89473684,1.61064671
Cell_2,d0:4d:c6:f2:5d:40,-60,-60.57894737,1.67224367
Cell_2,d0:4d:c6:f2:5d:52,-48,-53.02531646,2.080498258
Cell_2,d0:4d:c6:f2:5d:51,-48,-53.03797468,2.083345885
Cell_2,d0:4d:c6:f2:5d:50,-48,-52.67088608,1.927295731
Cell_2,d0:4d:c6:f2:81:02,-74,-71.17910448,1.769774192
Cell_2,1c:28:af:65:fd:d1,-88,-88.6440678,1.085539963
Cell_2,1c:28:af:65:fd:d0,-87,-88.24,1.257934815
Cell_2,1c:28:af:65:fe:a2,-74,-76.34482759,1.80565896
Cell_2,1c:28:af:65:fe:a1,-73,-76.48076923,1.715207821
Cell_2,1c:28:af:65:fe:a0,-73,-76.33333333,1.789584974
Cell_2,1c:28:af:65:fd:d2,-87,-88.74603175,1.023040193
Cell_2,1c:28:af:61:df:00,-69,-72.80769231,3.35718782
Cell_2,1c:28:af:61:df:01,-68,-73.12280702,3.129206925
Cell_2,1c:28:af:61:df:02,-69,-72.9,3.102149792
Cell_2,1c:28:af:61:df:11,-72,-74.39240506,2.892231942
Cell_2,1c:28:af:61:df:12,-72,-74.09090909,2.624469362
Cell_2,1c:28:af:61:df:10,-72,-74.15384615,2.641274571
Cell_2,d0:4d:c6:f2:fc:90,-81,-83.8630137,1.492585038
Cell_2,d0:4d:c6:f2:fc:92,-80,-83.88,1.505191018
Cell_2,d0:4d:c6:f2:fc:91,-81,-84.09333333,1.559259083
Cell_2,1c:28:af:62:04:a0,-70,-72.54794521,0.876498262
Cell_2,1c:28:af:62:04:a2,-76,-72.65277778,0.959741317
Cell_2,1c:28:af:62:64:41,-87,-86.85714286,0.952976005
Cell_2,d0:4d:c6:f2:43:b0,-60,-62.05063291,2.782853167
Cell_2,d0:4d:c6:f2:43:b1,-60,-62.06329114,2.789409321
Cell_2,d0:4d:c6:f2:43:b2,-60,-62.07594937,2.768594909
Cell_2,d0:4d:c6:f2:43:a0,-64,-65.01369863,2.161260101
Cell_2,d0:4d:c6:f2:43:a1,-63,-65.01388889,2.17621649
Cell_2,d0:4d:c6:f2:43:a2,-65,-65.22222222,2.029109152
Cell_2,d0:4d:c6:f2:5d:42,-61,-60.84415584,1.628200625
Cell_2,d0:4d:c6:f2:5d:41,-61,-60.89473684,1.61064671
